y,yd,p,i,nbr_ratio,tr
7.277184618445606,1.701993917578112,3.459466289786131,3.9,0.986111111111111,3.0726933146901194
7.280414946855379,1.7017171060317846,3.462606009790799,3.98,0.9811320754716982,3.054001181677967
7.288662687892252,1.7023401601201724,3.462606009790799,4.05,0.9812206572769953,3.0587070727153796
7.288921428709056,1.7040547800742722,3.4657359027997265,4.09,0.9767441860465116,3.068052935133617
7.294007072050337,1.706410523341282,3.4688560301359703,4.1,0.9767441860465116,3.068052935133617
7.300998703476472,1.7094028637690306,3.4781584227982836,4.05,0.9769585253456221,3.077312260546414
7.311270161832488,1.709378388348112,3.4781584227982836,4.09,0.9726027397260275,3.086486636822455
7.317144144653222,1.7097249112099204,3.4781584227982836,4.12,0.9722222222222222,3.0726933146901194
7.321487644838847,1.7123615073747218,3.4781584227982836,4.02,0.9724770642201834,3.0819099697950434
7.33193977247153,1.7145950427293264,3.481240089335692,4.08,0.9772727272727273,3.091042453358316
7.33722380734032,1.7175412354674866,3.484312288372662,4.1,0.9817351598173517,3.086486636822455
7.349020983276793,1.719862377000803,3.490428515390098,4.32,0.9779735682819384,3.122364924487357
7.358407048313614,1.720231870261123,3.493472657771326,4.42,0.9824561403508771,3.126760535960395
7.362354617558778,1.7242200637056033,3.502549875922443,4.6,0.9774774774774775,3.100092288878234
7.369607844561325,1.7266930171280728,3.502549875922443,4.66,0.972972972972973,3.100092288878234
7.364183548274957,1.7295486447420212,3.502549875922443,4.67,0.9733333333333333,3.1135153092103742
7.367512763737751,1.7320646941896076,3.502549875922443,4.9,0.9688888888888889,3.1135153092103742
7.3689262265747395,1.7340560758951429,3.505557396986398,5.17,0.9690265486725662,3.1179499062782403
7.373076167997886,1.7370237538789846,3.5115454388310208,5.3,0.9653679653679653,3.139832617527748
7.372972558116983,1.7422053561414494,3.5145260669691587,5.53,0.9647577092511013,3.122364924487357
7.379862151946699,1.745308136409282,3.5145260669691587,5.4,0.9698275862068966,3.1441522786722644
7.384472430607444,1.7482031651967365,3.5085558999826545,5.53,0.9658119658119659,3.152736022363656
7.379956834995941,1.749781236317231,3.505557396986398,5.76,0.9741379310344829,3.1441522786722644
7.385999037354319,1.7515248359630438,3.505557396986398,5.4,0.9789915966386554,3.169685580677429
7.396695551706364,1.7521439476666048,3.5085558999826545,4.94,0.983402489626556,3.1822118404966093
7.391438682953042,1.7547022225232505,3.5085558999826545,5,0.9873417721518987,3.1654750481410856
7.388744371632448,1.7551509300936607,3.505557396986398,4.53,0.9914529914529915,3.152736022363656
7.396344669732982,1.7571668430147969,3.4995332823830174,4.05,0.9957264957264959,3.152736022363656
7.390047183581921,1.7577192475046395,3.505557396986398,3.94,0.9957081545064377,3.1484533605716547
7.392332926220892,1.7622982306441803,3.5115454388310208,3.98,0.9957446808510638,3.1570004211501135
7.394146696274447,1.7654080613343648,3.5115454388310208,3.79,0.9958333333333332,3.1780538303479458
7.409436896849826,1.768580485256514,3.5085558999826545,3.9,0.995798319327731,3.169685580677429
7.403340997484838,1.7718148791150592,3.5085558999826545,3.99,0.9958677685950414,3.186352633162641
7.401208596721058,1.7751106122796998,3.5085558999826545,3.88,0.9919028340080972,3.2068032436339315
7.409179895606356,1.7802604713800874,3.5085558999826545,4.13,0.9959514170040487,3.2068032436339315
7.419046227847306,1.783671013418133,3.517497837358316,4.51,0.9920948616600791,3.2308043957334744
7.423610632145966,1.7871409566830987,3.520460802488973,4.61,0.9922480620155039,3.250374491927572
7.430635516883105,1.7906772429855438,3.5263605246161616,4.71,0.9843749999999999,3.242592351485517
7.435793744591793,1.7942791300119354,3.529297384289471,5.05,0.9726562499999999,3.242592351485517
7.43808658187407,1.7979458680909597,3.529297384289471,5.76,0.9726562499999999,3.242592351485517
7.44865304254812,1.800872087477458,3.5322256440685598,6.12,0.9724409448818898,3.2347491740244907
7.452976308914616,1.8048140474989884,3.5322256440685598,6.07,0.9727626459143969,3.246490991901174
7.452993658937039,1.808018584221064,3.535145354171894,6.03,0.9807692307692307,3.258096538021482
7.454680845126392,1.8105908605289112,3.5322256440685598,6.03,0.9807692307692307,3.258096538021482
7.455244711740706,1.8142690497683867,3.5380565643793527,5.78,0.9808429118773946,3.261935314328648
7.452324855371458,1.8207630731029452,3.5380565643793527,5.91,0.9849624060150375,3.2809112157876537
7.46039756047351,1.8246821715151116,3.5409593240373143,5.82,0.9776119402985074,3.288401887516811
7.461931702651096,1.829473642060134,3.543853682063679,6.02,0.9705882352941176,3.3032169733019514
7.467633017474502,1.831727002530469,3.5496173867804286,6.3,0.9715302491103203,3.3357695763397
7.473402882040192,1.834078842653076,3.5553480614894135,6.61,0.9706959706959707,3.3068867021909143
7.4801750032496654,1.8399101390181676,3.5610460826040513,6.79,0.9664179104477612,3.288401887516811
7.476868333215016,1.8441305030869661,3.563882963939251,7.41,0.96309963099631,3.299533727885655
7.473050892349961,1.847153665296524,3.56953269648137,8.67,0.949820788530466,3.32862668882732
7.480404410884296,1.8523302850229593,3.5751506887855933,8.9,0.9487179487179487,3.3068867021909143
7.483529671510117,1.8579706772910936,3.5779478934066544,8.61,0.9520295202952029,3.299533727885655
7.484087000868045,1.8614610562911849,3.5751506887855933,9.19,0.9555555555555556,3.295836866004329
7.482453325067709,1.8661178630409874,3.5779478934066544,9.15,0.9592592592592593,3.295836866004329
7.481245654496451,1.8702886876170723,3.580737295494233,9,0.9562043795620438,3.3105430133940246
7.475276426826527,1.8746129437925787,3.586292865338835,8.85,0.9566787003610109,3.3214324131932926
7.478857440510875,1.8790885748649049,3.591817741270805,8.97,0.9572953736654803,3.3357695763397
7.472531444396534,1.883713474249887,3.597312260588446,8.98,0.9653979238754326,3.3638415951183864
7.478252956933228,1.8885926623839908,3.6027767550605247,8.98,0.960573476702509,3.32862668882732
7.480118444475491,1.8937223310357012,3.6027767550605247,7.76,0.9672727272727273,3.3141860046725258
7.4776201732937295,1.8990985235356164,3.6054978451748854,8.1,0.9715302491103203,3.3357695763397
7.478299682510355,1.902198226112767,3.6054978451748854,7.95,0.96415770609319,3.32862668882732
7.47924648618895,1.9062069187658546,3.6082115510464816,7.61,0.967391304347826,3.3178157727231046
7.4869045052521646,1.9079647772926465,3.6136169696133895,7.21,0.9537366548042704,3.3357695763397
7.4894806879782285,1.910044884536299,3.6082115510464816,6.62,0.9683098591549296,3.3463891451671604
7.486296390741331,1.9140138785530272,3.6136169696133895,6.29,0.9791666666666666,3.3603753871419
7.470704336786708,1.9182898448344476,3.6136169696133895,6.2,0.9860139860139859,3.353406717825807
7.468379111806121,1.9234950003588158,3.6136169696133895,5.6,0.9860627177700348,3.3568971227655755
7.491123350193175,1.9296148169600527,3.6136169696133895,4.9,0.9897260273972602,3.374168709274236
7.503126335084683,1.935098897150524,3.6189933266497696,4.14,0.9901315789473685,3.414442608412176
7.504351852721955,1.9385382449326405,3.629660094453965,3.72,0.9899665551839466,3.3978584803966405
7.503282629261279,1.9430037482090623,3.632309102625542,3.71,0.9898989898989898,3.391147045808654
7.504665958378888,1.9469662093825102,3.634951112088381,4.16,0.9966555183946489,3.3978584803966405
7.508317982242172,1.9520603199082205,3.6402142821326553,4.63,0.9900990099009901,3.4111477125153233
7.5139362932800395,1.9567681045296998,3.6428355156125294,4.91,0.9833887043189369,3.40452517175483
7.516454798588984,1.9595984253888667,3.6454498961866,5.31,0.9705882352941175,3.4210000089583352
7.512593177860121,1.962153706301696,3.6506582412937387,5.57,0.9704918032786886,3.417726683613366
7.522441931773478,1.9644360323386538,3.6454498961866,5.55,0.9837662337662337,3.427514689979529
7.52133515040459,1.966447255222154,3.6454498961866,5.2,0.9902597402597403,3.427514689979529
7.517532522802809,1.969891788834633,3.6454498961866,4.91,0.9870550161812298,3.4307561839036995
7.519680912393851,1.9747548699736348,3.653252276470785,4.14,0.9968051118210862,3.4436180975461075
7.532077202734031,1.9810158570375174,3.6584202466292277,3.51,1,3.493472657771326
7.53725281006271,1.987025968364064,3.6686767467964168,3.3,1,3.462606009790799
7.54380395330588,1.9884339492392067,3.6686767467964168,3.83,0.9968652037617556,3.462606009790799
7.556890267029108,1.9896285861844476,3.6712245188752153,4.17,0.9969325153374232,3.484312288372662
7.560003343846517,1.9914824925734822,3.676300671907076,4.27,0.9969512195121953,3.490428515390098
7.563581354338139,1.9939920071619117,3.681351187693145,4.46,0.9969230769230769,3.481240089335692
7.562363980478736,1.9971521996298764,3.6888794541139363,4.55,0.9909365558912385,3.4995332823830174
7.571821020789901,2.000623675473,3.6913763343125234,4.81,0.9879154078549849,3.4995332823830174
7.574450638119705,2.0058341038598937,3.6938669956249757,4.87,0.9848484848484849,3.4965075614664802
